Amount,Payment_Method,Merchant_Category,Is_International,Device_Type,Account_Age_Months,Previous_Fraud,Fraud
5282.82,UPI,Bills,1,Mobile,46,1,1
7352.85,Wallet,Travel,1,Desktop,32,0,0
4630.36,Debit Card,Electronics,0,Mobile,46,0,0
1312.84,Debit Card,Shopping,0,Mobile,42,0,0
950.3,UPI,Shopping,0,Desktop,16,1,1
6270.16,Wallet,Electronics,0,Mobile,21,0,0
7016.45,Debit Card,Food,0,Desktop,6,1,1
2418.08,Credit Card,Food,1,Desktop,35,1,1
1287.23,Net Banking,Travel,1,Mobile,41,1,0
5873.09,Credit Card,Bills,0,Mobile,42,0,0
6472.25,Credit Card,Electronics,0,Desktop,12,1,0
5871.98,Credit Card,Electronics,0,Mobile,3,0,1
1605.95,UPI,Food,1,Mobile,22,1,1
1052.69,Credit Card,Shopping,0,Mobile,47,0,0
3359.31,Debit Card,Food,1,Desktop,13,0,0
3839.64,Net Banking,Food,1,Mobile,52,0,1
782.53,Wallet,Food,1,Desktop,23,0,1
1684.3,UPI,Bills,1,Desktop,55,0,0
5.98,Credit Card,Travel,1,Desktop,2,1,1
2277.15,UPI,Food,0,Desktop,44,0,0
2170.41,Net Banking,Food,0,Desktop,22,1,0
2338.53,Net Banking,Shopping,0,Desktop,30,0,0
57.94,Wallet,Food,0,Desktop,43,1,1
3954.94,UPI,Food,0,Desktop,51,0,0
829.38,Credit Card,Food,0,Mobile,10,1,1
3020.61,Credit Card,Food,1,Desktop,51,0,1
754.48,UPI,Food,1,Mobile,9,1,1
714.37,Debit Card,Bills,0,Mobile,11,0,0
844.51,Net Banking,Travel,1,Mobile,55,0,0
838.07,UPI,Bills,1,Desktop,19,1,1
1226.95,UPI,Bills,0,Desktop,28,1,1
2545.28,UPI,Travel,1,Desktop,43,1,1
2441.73,Net Banking,Shopping,0,Mobile,47,1,0
4205.63,Wallet,Food,0,Desktop,33,0,0
2335.49,UPI,Food,0,Desktop,10,0,0
1592.39,Wallet,Electronics,0,Desktop,42,1,0
565.12,Credit Card,Electronics,1,Desktop,50,1,1
1190.49,Debit Card,Food,1,Desktop,13,1,0
6132.85,Net Banking,Electronics,0,Mobile,34,0,0
67.17,Debit Card,Travel,1,Mobile,47,1,0
367.84,Net Banking,Travel,1,Mobile,49,0,0
2053.77,Net Banking,Shopping,0,Mobile,29,1,0
1734.61,Debit Card,Travel,0,Mobile,24,0,0
3533.68,UPI,Bills,0,Mobile,7,1,1
364.08,Net Banking,Electronics,1,Mobile,26,0,0
6780.73,Credit Card,Bills,1,Mobile,7,1,1
4448.24,Debit Card,Electronics,0,Mobile,39,1,0
1630.42,Credit Card,Shopping,1,Mobile,49,1,0
2835.12,Credit Card,Food,1,Desktop,43,1,0
214.64,Credit Card,Food,1,Desktop,3,1,0
2467.57,Debit Card,Shopping,0,Desktop,53,1,0
752.7,Wallet,Shopping,0,Desktop,26,1,0
876.16,Debit Card,Food,1,Mobile,25,0,0
3942.66,Wallet,Bills,0,Mobile,9,0,0
2301.39,Credit Card,Travel,0,Mobile,1,0,0
1876.78,Debit Card,Travel,1,Mobile,22,0,0
5560.77,UPI,Travel,0,Desktop,51,0,0
408.79,Debit Card,Shopping,1,Mobile,54,1,1
4704.29,Debit Card,Shopping,0,Mobile,14,0,0
2143.49,Debit Card,Electronics,1,Mobile,19,1,0
5792.53,Debit Card,Bills,1,Mobile,45,0,1
1986.95,Debit Card,Bills,0,Desktop,11,0,0
236.15,Credit Card,Bills,1,Desktop,30,1,1
3130.45,Debit Card,Travel,1,Mobile,18,1,1
6961.45,UPI,Food,1,Desktop,48,0,1
699.42,Credit Card,Bills,1,Desktop,8,1,1
6295.27,Net Banking,Electronics,1,Desktop,12,0,0
601.66,Net Banking,Travel,0,Desktop,40,0,0
10332.23,UPI,Bills,0,Desktop,28,0,1
2366.23,UPI,Shopping,0,Mobile,49,1,1
230.98,Net Banking,Food,1,Mobile,2,1,1
2160.74,Net Banking,Travel,0,Mobile,54,0,0
1704.69,UPI,Shopping,1,Desktop,29,0,0
2456.53,UPI,Bills,0,Desktop,29,1,0
1773.87,Net Banking,Bills,1,Mobile,3,1,1
1294.75,Debit Card,Shopping,0,Desktop,40,1,0
213.57,Debit Card,Food,1,Mobile,4,0,1
1872.2,Wallet,Food,0,Desktop,52,0,0
139.13,Wallet,Travel,1,Desktop,31,1,1
3700.88,Credit Card,Electronics,1,Desktop,27,1,0
1430.37,Wallet,Shopping,1,Mobile,2,1,1
3251.33,UPI,Bills,0,Mobile,49,1,1
1401.58,Net Banking,Travel,1,Mobile,31,1,1
4896.5,Wallet,Shopping,1,Desktop,56,1,1
2385.0,Wallet,Food,1,Mobile,25,1,1
2609.76,Wallet,Electronics,1,Mobile,9,1,0
2629.15,Debit Card,Bills,1,Desktop,37,0,0
2208.62,Wallet,Electronics,0,Desktop,39,0,0
3394.71,Credit Card,Shopping,1,Mobile,52,0,1
453.6,Wallet,Bills,1,Mobile,37,0,0
696.71,Wallet,Shopping,0,Mobile,44,1,1
4067.33,Net Banking,Bills,1,Desktop,7,0,1
3258.43,Credit Card,Bills,0,Desktop,28,0,0
1486.61,Net Banking,Travel,0,Mobile,58,0,0
7165.36,UPI,Travel,0,Desktop,23,0,0
2789.74,Net Banking,Travel,1,Mobile,21,1,1
3185.1,Net Banking,Food,0,Mobile,36,0,0
5743.51,Credit Card,Travel,0,Mobile,53,0,0
3002.21,Credit Card,Electronics,0,Mobile,42,0,0
1099.76,UPI,Electronics,0,Mobile,13,0,0
3742.5,Credit Card,Travel,0,Desktop,16,0,0
677.9,UPI,Food,1,Mobile,59,0,0
615.07,Net Banking,Bills,1,Mobile,45,0,0
725.88,Wallet,Food,0,Mobile,30,1,1
6089.43,UPI,Travel,1,Desktop,10,1,1
2122.1,Credit Card,Travel,1,Mobile,15,0,0
2448.84,Wallet,Electronics,1,Mobile,26,0,1
3573.72,Debit Card,Bills,0,Desktop,12,1,0
1760.2,Credit Card,Bills,1,Desktop,23,1,1
3232.12,Wallet,Electronics,0,Desktop,32,0,0
1692.08,Debit Card,Travel,1,Desktop,38,1,1
2285.89,Debit Card,Travel,0,Mobile,3,0,0
8394.01,Credit Card,Travel,1,Mobile,30,0,0
764.84,Wallet,Shopping,0,Desktop,30,0,0
942.13,Credit Card,Electronics,1,Mobile,28,1,1
1865.91,UPI,Travel,0,Mobile,46,1,0
740.45,UPI,Bills,1,Desktop,36,1,0
5207.85,UPI,Bills,1,Desktop,10,0,0
3253.85,Net Banking,Electronics,1,Mobile,15,0,0
5171.99,UPI,Electronics,0,Mobile,32,0,0
4292.01,Wallet,Bills,0,Mobile,6,1,0
4635.28,Wallet,Food,0,Desktop,58,1,1
3601.43,Net Banking,Travel,1,Mobile,12,0,0
489.7,Credit Card,Food,0,Mobile,8,1,0
94.93,UPI,Shopping,0,Desktop,22,0,0
102.77,Credit Card,Food,1,Desktop,21,1,1
6580.23,Credit Card,Electronics,1,Mobile,15,0,0
2444.84,Debit Card,Shopping,1,Desktop,56,1,1
5858.33,Wallet,Travel,1,Desktop,48,0,0
1170.37,Debit Card,Shopping,1,Mobile,56,1,1
673.43,Wallet,Travel,0,Desktop,56,0,0
1180.42,Credit Card,Travel,0,Desktop,29,1,1
1720.34,UPI,Electronics,0,Mobile,13,0,0
5236.04,UPI,Food,0,Desktop,2,1,0
4135.03,Debit Card,Food,0,Desktop,33,1,1
2579.04,Net Banking,Bills,1,Desktop,38,1,1
299.19,Wallet,Food,1,Mobile,20,1,0
7002.03,Debit Card,Travel,0,Desktop,31,1,0
4848.6,Wallet,Electronics,0,Desktop,10,0,0
17.2,Net Banking,Electronics,1,Mobile,27,1,0
829.22,Credit Card,Bills,1,Mobile,15,0,0
1087.35,Wallet,Shopping,1,Mobile,13,0,0
418.06,Wallet,Travel,1,Mobile,52,1,0
6668.85,UPI,Shopping,0,Mobile,21,1,0
4593.8,UPI,Bills,1,Mobile,11,0,0
41.38,Wallet,Food,1,Desktop,48,0,0
1122.76,UPI,Bills,0,Desktop,22,1,1
43.46,Net Banking,Shopping,0,Mobile,14,1,0
7452.44,Wallet,Bills,0,Mobile,49,1,0
4310.27,Credit Card,Bills,1,Mobile,32,1,0
426.92,Wallet,Travel,1,Desktop,43,1,1
16.08,UPI,Bills,1,Mobile,3,1,1
2939.4,Debit Card,Food,1,Mobile,21,1,1
1544.17,Debit Card,Bills,1,Desktop,19,1,1
2609.3,Wallet,Electronics,0,Mobile,29,0,0
4240.75,Credit Card,Bills,1,Desktop,43,1,1
3382.2,Debit Card,Bills,0,Desktop,43,0,0
2594.23,UPI,Electronics,0,Mobile,48,0,0
2725.35,Net Banking,Shopping,1,Mobile,24,0,1
1429.89,UPI,Food,0,Mobile,34,0,0
1255.22,UPI,Food,0,Desktop,5,1,0
3007.77,UPI,Electronics,0,Mobile,5,1,1
16299.74,Net Banking,Food,1,Desktop,12,0,1
2044.53,Debit Card,Shopping,0,Desktop,54,0,0
4895.27,Wallet,Electronics,0,Desktop,20,1,1
8436.82,Wallet,Bills,1,Desktop,14,0,0
164.47,UPI,Food,1,Desktop,11,0,0
5366.27,Credit Card,Travel,0,Desktop,27,1,0
3395.25,Debit Card,Bills,0,Mobile,18,1,0
349.81,UPI,Travel,0,Mobile,11,1,0
549.45,Debit Card,Travel,0,Desktop,5,0,0
167.78,Wallet,Travel,0,Mobile,59,0,0
3583.41,Wallet,Shopping,0,Mobile,41,0,0
217.07,UPI,Bills,0,Desktop,22,1,1
509.54,Debit Card,Food,1,Mobile,7,0,0
2743.64,Net Banking,Travel,0,Desktop,15,0,0
685.1,UPI,Electronics,1,Mobile,22,1,0
1821.86,Net Banking,Shopping,0,Mobile,47,1,1
1809.43,Credit Card,Food,0,Mobile,46,0,0
558.01,Credit Card,Shopping,1,Mobile,20,1,1
3469.32,Debit Card,Travel,0,Desktop,33,1,0
2822.5,Wallet,Food,1,Desktop,43,0,1
1813.1,Credit Card,Shopping,0,Mobile,40,1,0
4870.78,Wallet,Shopping,1,Mobile,30,0,1
7230.95,Credit Card,Travel,1,Desktop,28,1,0
2011.2,Net Banking,Bills,1,Desktop,30,1,0
6401.46,Debit Card,Electronics,0,Desktop,2,0,0
2550.16,UPI,Bills,1,Desktop,38,1,0
3086.51,Debit Card,Food,1,Mobile,54,1,1
2625.38,UPI,Travel,1,Desktop,8,0,1
299.16,Net Banking,Electronics,1,Mobile,43,1,0
160.17,Net Banking,Shopping,1,Desktop,8,0,0
206.53,Net Banking,Travel,0,Desktop,26,1,0
265.07,Net Banking,Electronics,1,Desktop,20,0,1
6385.21,Credit Card,Bills,0,Desktop,16,1,1
3520.13,Wallet,Food,1,Desktop,43,0,0
711.85,Credit Card,Bills,0,Desktop,45,0,0
11212.57,Debit Card,Shopping,1,Mobile,56,1,1
656.91,Wallet,Electronics,0,Desktop,53,1,1
4829.42,Net Banking,Travel,0,Mobile,9,1,0
17675.29,UPI,Electronics,0,Desktop,20,0,0
730.91,UPI,Travel,0,Desktop,17,0,0
2923.59,Net Banking,Food,0,Mobile,55,1,0
2894.8,Credit Card,Bills,1,Desktop,15,0,0
5639.57,UPI,Food,1,Desktop,30,1,0
410.68,Debit Card,Travel,0,Mobile,39,0,0
1714.88,Credit Card,Food,0,Mobile,12,0,0
5094.38,UPI,Bills,0,Mobile,42,1,0
8340.18,Wallet,Food,1,Desktop,19,0,0
2408.06,Credit Card,Electronics,0,Desktop,34,0,0
221.05,Credit Card,Travel,1,Mobile,44,0,0
552.19,UPI,Food,0,Desktop,59,0,0
1899.59,Debit Card,Travel,0,Mobile,38,0,0
8561.84,Wallet,Food,0,Mobile,32,1,0
549.93,Wallet,Food,0,Desktop,37,1,0
2264.31,UPI,Travel,0,Mobile,37,1,0
4272.52,Credit Card,Shopping,0,Mobile,40,1,1
364.58,Credit Card,Food,0,Desktop,44,0,0
978.72,Debit Card,Travel,1,Desktop,40,0,0
696.83,Wallet,Bills,0,Desktop,8,1,1
744.26,Credit Card,Travel,1,Mobile,56,0,0
416.68,Credit Card,Shopping,0,Mobile,39,0,0
1365.21,Wallet,Travel,1,Mobile,36,0,1
3362.52,Net Banking,Shopping,0,Desktop,32,0,0
11111.77,Net Banking,Bills,1,Desktop,26,0,1
4966.82,UPI,Electronics,0,Mobile,31,0,0
4499.11,UPI,Bills,0,Mobile,38,0,0
5999.87,Debit Card,Food,0,Mobile,56,0,0
259.08,Wallet,Bills,1,Desktop,2,1,1
5303.79,Net Banking,Shopping,1,Mobile,11,0,0
2486.27,Credit Card,Travel,0,Desktop,32,0,0
508.74,Wallet,Travel,1,Mobile,38,1,1
4549.97,Wallet,Bills,0,Desktop,46,0,0
1120.55,Net Banking,Shopping,1,Desktop,44,0,0
959.13,Net Banking,Shopping,0,Desktop,23,1,1
257.56,Credit Card,Shopping,1,Mobile,55,1,1
12449.79,Net Banking,Food,0,Mobile,42,0,0
5184.35,Credit Card,Shopping,0,Desktop,42,1,0
993.52,Debit Card,Electronics,0,Desktop,34,1,0
1839.86,Net Banking,Travel,1,Mobile,13,0,1
1278.82,Net Banking,Bills,1,Mobile,18,1,0
3300.75,Debit Card,Bills,0,Mobile,40,1,1
3273.73,UPI,Shopping,0,Desktop,42,1,0
1130.09,UPI,Shopping,1,Mobile,55,1,1
5499.77,UPI,Shopping,1,Mobile,17,0,0
4346.56,UPI,Travel,0,Desktop,40,0,0
1393.1,Debit Card,Travel,1,Desktop,27,1,1
2219.21,Net Banking,Electronics,1,Desktop,13,1,1
4060.22,Credit Card,Bills,0,Desktop,12,1,1
1980.19,Net Banking,Electronics,1,Desktop,19,0,1
3219.56,Debit Card,Food,1,Mobile,57,0,0
5893.94,UPI,Electronics,0,Desktop,18,1,0
394.54,Debit Card,Food,1,Desktop,39,1,1
1815.35,Net Banking,Shopping,1,Mobile,25,0,0
2163.72,Debit Card,Food,1,Mobile,40,0,1
656.03,Net Banking,Shopping,0,Desktop,17,0,0
5108.88,Credit Card,Travel,1,Mobile,6,1,1
2516.1,Debit Card,Shopping,1,Mobile,57,1,1
2157.84,UPI,Bills,0,Desktop,14,1,0
3104.76,Credit Card,Shopping,1,Mobile,4,1,1
10543.3,UPI,Shopping,1,Mobile,8,0,0
1396.47,Debit Card,Electronics,1,Mobile,32,0,0
983.08,Credit Card,Travel,1,Mobile,38,1,1
5786.94,Wallet,Bills,1,Mobile,53,1,1
979.86,Debit Card,Bills,1,Mobile,28,1,1
2024.54,Credit Card,Food,1,Mobile,54,0,0
5241.12,Wallet,Shopping,1,Desktop,22,0,0
2777.89,Debit Card,Food,0,Desktop,38,1,0
10512.34,Debit Card,Food,1,Desktop,8,1,1
1391.68,Net Banking,Bills,1,Desktop,6,1,1
1407.84,Credit Card,Shopping,1,Mobile,35,1,1
8385.48,Debit Card,Travel,0,Desktop,59,0,0
1235.12,Debit Card,Travel,1,Desktop,59,1,1
5595.33,Credit Card,Electronics,0,Desktop,5,0,1
577.56,Wallet,Bills,1,Mobile,25,1,0
76.68,Debit Card,Travel,0,Mobile,31,1,0
738.5,Net Banking,Bills,0,Desktop,58,0,0
2214.14,Wallet,Food,0,Mobile,22,0,0
4179.06,Credit Card,Travel,1,Mobile,45,1,0
6136.14,UPI,Shopping,0,Desktop,50,0,0
165.0,UPI,Travel,1,Mobile,52,1,1
4162.07,Wallet,Food,1,Desktop,54,1,1
925.17,Debit Card,Electronics,0,Mobile,1,0,0
1297.98,Net Banking,Food,1,Mobile,17,0,0
1044.2,Debit Card,Travel,0,Desktop,8,1,0
7605.05,Debit Card,Travel,0,Desktop,45,1,1
8683.09,UPI,Electronics,1,Mobile,8,1,1
697.84,Wallet,Food,0,Mobile,26,1,0
4622.71,UPI,Shopping,0,Desktop,13,1,1
1893.72,Credit Card,Travel,1,Desktop,49,0,0
4442.03,Wallet,Food,0,Mobile,16,1,0
2865.51,Net Banking,Shopping,0,Desktop,54,1,1
1686.28,Wallet,Electronics,0,Desktop,17,1,0
3653.03,Debit Card,Shopping,0,Desktop,13,0,0
4401.85,UPI,Food,0,Desktop,29,0,0
3694.26,Credit Card,Electronics,0,Mobile,18,0,0
561.55,Credit Card,Travel,0,Desktop,21,0,0
4317.74,Net Banking,Shopping,0,Mobile,48,1,0
1248.42,Net Banking,Shopping,1,Desktop,40,1,1
771.42,Wallet,Food,1,Mobile,15,0,0
7244.1,Wallet,Shopping,1,Mobile,10,0,0
4455.73,UPI,Shopping,1,Mobile,53,1,1
154.65,Wallet,Shopping,0,Desktop,52,0,0
979.15,UPI,Electronics,1,Desktop,57,0,1
1729.71,Wallet,Travel,0,Desktop,54,1,1
16879.04,Net Banking,Food,0,Desktop,44,0,1
75.87,Wallet,Shopping,1,Desktop,34,0,0
728.13,Wallet,Travel,1,Mobile,32,0,0
152.66,Wallet,Travel,0,Desktop,33,1,0
4453.46,Wallet,Shopping,0,Desktop,57,1,0
2811.93,Credit Card,Shopping,0,Mobile,8,1,0
7667.31,UPI,Travel,1,Mobile,12,0,0
1432.91,Wallet,Food,1,Mobile,40,1,1
668.84,Wallet,Bills,0,Mobile,51,1,1
4168.13,Wallet,Food,1,Desktop,43,0,0
3162.49,Credit Card,Shopping,0,Mobile,33,0,0
811.23,Net Banking,Shopping,0,Desktop,29,0,0
5824.12,Net Banking,Food,0,Mobile,40,1,0
7941.35,UPI,Bills,1,Mobile,6,1,1
1366.58,UPI,Electronics,0,Desktop,38,0,0
58.02,UPI,Bills,0,Mobile,51,0,0
2231.65,Wallet,Bills,0,Mobile,41,1,1
997.21,Credit Card,Travel,1,Desktop,51,1,1
1269.74,UPI,Shopping,1,Desktop,49,0,0
1211.32,Net Banking,Bills,0,Desktop,2,1,1
3306.67,UPI,Bills,0,Desktop,19,1,1
3040.84,Net Banking,Food,1,Desktop,59,1,1
2836.11,Net Banking,Food,0,Mobile,19,0,0
640.73,Wallet,Food,1,Mobile,28,0,0
5653.78,Net Banking,Travel,0,Desktop,55,0,0
2746.08,Debit Card,Travel,0,Desktop,52,0,0
4030.47,Net Banking,Bills,1,Mobile,26,1,0
7323.16,Net Banking,Electronics,1,Mobile,36,1,1
9919.87,Wallet,Bills,1,Mobile,52,0,1
3400.67,UPI,Electronics,0,Desktop,17,1,0
3675.04,Wallet,Bills,0,Desktop,55,0,0
1716.21,Wallet,Travel,1,Desktop,19,0,0
1121.37,Debit Card,Shopping,0,Mobile,35,1,0
460.35,Net Banking,Food,1,Mobile,56,1,0
1754.48,Debit Card,Shopping,1,Mobile,1,1,1
279.6,Wallet,Electronics,1,Desktop,48,1,0
5397.65,Net Banking,Bills,1,Mobile,12,1,0
616.4,Credit Card,Bills,1,Mobile,16,1,0
1808.9,Net Banking,Food,1,Desktop,38,0,0
191.4,UPI,Food,1,Desktop,9,0,0
823.27,Credit Card,Food,0,Desktop,56,1,1
2713.18,Wallet,Electronics,1,Mobile,24,1,1
1253.03,Net Banking,Food,0,Desktop,45,1,0
1775.64,Net Banking,Travel,0,Mobile,34,1,1
629.92,UPI,Electronics,0,Mobile,24,0,0
1910.08,Net Banking,Travel,1,Mobile,42,0,1
7054.27,Net Banking,Travel,0,Desktop,20,1,1
4205.66,Debit Card,Electronics,0,Desktop,10,0,0
585.1,Debit Card,Food,0,Desktop,24,1,1
5101.5,Credit Card,Food,0,Desktop,58,0,0
8517.87,UPI,Travel,0,Desktop,49,0,0
20.71,Debit Card,Food,0,Mobile,12,1,0
6006.61,UPI,Electronics,1,Desktop,44,1,1
1588.99,Net Banking,Electronics,1,Desktop,34,0,1
5816.59,UPI,Food,1,Mobile,50,0,0
6777.51,Wallet,Travel,0,Mobile,23,0,0
1048.98,UPI,Travel,0,Mobile,48,0,0
3523.78,UPI,Shopping,0,Desktop,1,1,0
1739.77,Debit Card,Shopping,0,Mobile,2,0,0
612.35,Net Banking,Travel,0,Mobile,58,0,0
2777.49,Wallet,Electronics,0,Mobile,20,1,0
5332.67,Debit Card,Food,1,Mobile,22,0,0
571.1,Wallet,Bills,0,Desktop,33,1,1
373.03,Wallet,Electronics,0,Mobile,15,1,0
8981.18,Credit Card,Travel,0,Mobile,46,1,1
2719.63,Debit Card,Shopping,0,Desktop,46,1,0
3000.96,Credit Card,Food,1,Desktop,24,1,1
371.87,Debit Card,Shopping,0,Mobile,5,0,0
1316.13,Credit Card,Bills,0,Mobile,43,0,0
1264.59,Credit Card,Electronics,0,Mobile,47,1,0
45.88,Debit Card,Shopping,1,Desktop,27,0,1
8045.17,Net Banking,Food,1,Desktop,28,0,0
6191.16,UPI,Travel,1,Mobile,40,0,0
3210.34,Wallet,Food,1,Desktop,3,0,1
1587.26,Net Banking,Travel,0,Mobile,10,0,0
1187.11,UPI,Food,1,Desktop,49,1,0
259.07,Credit Card,Shopping,0,Desktop,11,0,0
4843.06,Wallet,Bills,1,Desktop,5,1,1
311.88,Wallet,Electronics,1,Mobile,53,0,0
1870.76,Net Banking,Travel,0,Mobile,56,0,0
290.09,Net Banking,Shopping,1,Desktop,38,0,1
725.05,Debit Card,Food,0,Desktop,9,1,1
6781.39,UPI,Food,0,Mobile,2,0,0
4028.17,Debit Card,Electronics,1,Mobile,51,0,0
3225.14,Wallet,Food,1,Desktop,28,1,0
757.18,Net Banking,Shopping,0,Mobile,39,1,0
568.13,Debit Card,Travel,0,Desktop,59,0,0
4136.89,Wallet,Bills,1,Desktop,54,1,1
1652.59,Credit Card,Food,1,Mobile,30,0,1
901.98,Wallet,Electronics,1,Desktop,31,1,1
4570.48,Debit Card,Bills,0,Desktop,56,0,0
1280.92,Net Banking,Travel,0,Desktop,55,0,0
368.88,Net Banking,Shopping,1,Mobile,25,1,1
3533.08,Debit Card,Travel,1,Mobile,55,1,1
738.7,Credit Card,Travel,1,Mobile,37,1,1
2855.52,Wallet,Food,1,Mobile,1,0,1
445.1,Net Banking,Bills,0,Mobile,42,0,0
1335.15,Net Banking,Electronics,1,Mobile,21,0,0
4101.59,Net Banking,Food,1,Mobile,22,0,0
1946.53,Credit Card,Shopping,0,Desktop,45,1,1
4738.61,Net Banking,Shopping,0,Desktop,47,0,0
159.52,Credit Card,Travel,0,Mobile,54,0,0
703.6,Credit Card,Bills,1,Desktop,17,1,1
5398.0,Wallet,Shopping,0,Desktop,48,1,0
1974.11,Wallet,Food,1,Desktop,6,0,1
2501.98,Credit Card,Travel,0,Desktop,14,1,0
1438.91,Wallet,Bills,1,Desktop,15,0,0
5205.4,Debit Card,Electronics,1,Mobile,27,1,1
4562.99,Credit Card,Travel,0,Mobile,31,1,0
1084.14,UPI,Food,0,Desktop,35,0,0
50.69,Credit Card,Travel,0,Desktop,5,0,0
8142.93,Wallet,Food,0,Mobile,49,0,0
1638.12,Net Banking,Travel,0,Mobile,34,1,0
99.61,Net Banking,Bills,1,Mobile,5,1,1
1121.04,UPI,Travel,1,Mobile,6,0,0
527.42,Net Banking,Shopping,0,Mobile,50,1,0
10637.03,Wallet,Electronics,0,Mobile,17,1,1
7897.51,Net Banking,Travel,1,Mobile,14,1,0
212.72,UPI,Electronics,0,Desktop,44,1,0
371.11,Wallet,Food,1,Desktop,19,0,0
4455.99,Debit Card,Food,1,Mobile,47,1,1
3252.16,Debit Card,Bills,1,Mobile,17,0,1
3134.38,Net Banking,Food,0,Desktop,20,0,0
2399.95,Credit Card,Bills,1,Mobile,32,0,0
8449.41,UPI,Bills,1,Desktop,44,1,1
5056.87,Credit Card,Food,0,Mobile,17,1,1
6885.65,Debit Card,Shopping,0,Desktop,50,0,0
335.73,Wallet,Shopping,0,Mobile,32,0,0
4159.22,Wallet,Electronics,1,Desktop,6,0,0
3379.4,UPI,Shopping,0,Mobile,14,0,0
977.6,Wallet,Food,0,Mobile,15,1,0
1508.87,Wallet,Shopping,0,Mobile,4,0,0
2438.01,Net Banking,Electronics,0,Mobile,16,1,1
5268.64,Debit Card,Shopping,0,Desktop,4,1,0
1629.96,Debit Card,Travel,1,Mobile,28,0,0
2191.15,Net Banking,Bills,0,Mobile,2,1,1
2442.83,Wallet,Bills,1,Mobile,54,0,0
1146.83,Wallet,Food,0,Desktop,15,0,0
3944.56,Wallet,Shopping,1,Desktop,9,0,0
1126.48,Credit Card,Food,0,Desktop,2,0,1
6519.46,UPI,Shopping,0,Desktop,56,1,0
1874.3,Debit Card,Bills,1,Desktop,39,0,0
3026.98,Wallet,Food,1,Desktop,57,0,0
1009.36,UPI,Travel,0,Mobile,30,1,1
4187.8,Credit Card,Shopping,1,Mobile,18,0,0
132.02,Debit Card,Electronics,0,Mobile,53,1,1
1678.25,UPI,Travel,1,Desktop,34,1,0
5219.86,Wallet,Bills,1,Desktop,45,1,1
3219.32,Debit Card,Shopping,1,Desktop,30,0,0
2331.52,Net Banking,Shopping,0,Desktop,58,1,0
812.06,Credit Card,Electronics,0,Mobile,44,1,1
1429.47,Debit Card,Food,1,Mobile,23,0,0
2082.31,Credit Card,Food,0,Mobile,42,1,0
5577.78,Net Banking,Bills,1,Desktop,40,0,1
2378.71,Credit Card,Electronics,0,Mobile,9,0,0
1106.54,Wallet,Shopping,0,Mobile,20,0,0
727.0,Net Banking,Food,0,Mobile,56,1,1
120.18,Credit Card,Electronics,0,Mobile,3,1,1
5289.31,Credit Card,Bills,0,Mobile,43,1,1
11498.91,UPI,Shopping,1,Mobile,4,0,1
1176.22,Credit Card,Shopping,0,Desktop,17,0,0
3909.95,Net Banking,Electronics,1,Mobile,5,1,1
5838.76,Credit Card,Shopping,1,Mobile,56,0,0
4910.89,UPI,Electronics,0,Mobile,22,1,0
426.09,Debit Card,Shopping,1,Desktop,22,1,0
4587.7,UPI,Travel,0,Desktop,11,1,0
1817.62,UPI,Shopping,1,Mobile,42,1,1
78.32,Debit Card,Bills,0,Desktop,12,0,0
3232.07,Credit Card,Electronics,1,Mobile,33,0,0
1691.54,Net Banking,Food,0,Mobile,59,1,0
8367.61,UPI,Travel,1,Mobile,23,0,0
203.85,Debit Card,Bills,0,Mobile,47,0,0
1633.4,UPI,Travel,0,Mobile,52,1,1
2372.01,Wallet,Bills,1,Mobile,30,1,0
4492.22,Credit Card,Shopping,0,Mobile,34,0,0
562.38,Net Banking,Electronics,1,Mobile,48,0,0
1751.55,UPI,Electronics,0,Desktop,10,1,1
6847.31,Wallet,Bills,1,Mobile,57,0,1
3517.48,Net Banking,Bills,1,Desktop,30,0,0
316.9,Wallet,Bills,0,Desktop,41,0,0
161.44,Debit Card,Bills,1,Mobile,35,0,0
2767.3,Debit Card,Food,1,Desktop,34,1,0
239.75,Credit Card,Shopping,0,Mobile,11,0,0
71.98,Wallet,Travel,0,Mobile,21,1,1
8884.08,Wallet,Electronics,0,Mobile,7,0,0
436.67,Wallet,Travel,1,Mobile,2,1,1
7829.93,Net Banking,Travel,0,Desktop,42,1,1
7848.45,Net Banking,Electronics,0,Desktop,59,0,0
120.57,Wallet,Travel,1,Mobile,49,1,1
29.2,Net Banking,Food,1,Desktop,35,1,0
87.21,UPI,Shopping,1,Desktop,26,0,0
8798.61,Debit Card,Shopping,0,Desktop,57,0,0
4644.63,Wallet,Food,0,Mobile,47,1,0
854.55,UPI,Bills,1,Desktop,42,1,1
2662.76,Debit Card,Food,0,Mobile,13,1,0
2505.62,Wallet,Electronics,0,Desktop,54,1,1
2357.09,UPI,Shopping,0,Desktop,59,0,0
2299.53,Wallet,Food,1,Desktop,15,0,0
950.27,Wallet,Food,0,Mobile,7,1,1
424.57,Net Banking,Food,1,Mobile,55,0,1
2394.65,Credit Card,Shopping,0,Desktop,40,0,0
293.49,UPI,Bills,1,Mobile,13,1,0
5357.87,Debit Card,Food,0,Mobile,17,1,1
752.25,Net Banking,Food,1,Desktop,17,0,1
768.86,Debit Card,Travel,1,Mobile,21,0,0
275.0,Credit Card,Bills,0,Desktop,26,1,0
300.66,Net Banking,Electronics,1,Mobile,28,0,0
